name,name_lower,genre,actor,director,country,year,link
Пещерный человек,пещерный человек,['комедия'],"['ринго старр', 'деннис куэйд', 'барбара бах', 'джон матушак', 'шелли лонг']",['карл готтлиб'],['сша'],1981,https://www.imdb.com/title/tt0082146/
Пленница,пленница,"['драма', 'нуар']","['джеймс мэйсон', 'барбара бел геддес']",['макс офюльс'],['сша'],1949,https://www.imdb.com/title/tt0040221/
Пещера забытых снов,пещера забытых снов,['документальный'],['вернер херцог '],['вернер херцог'],"['франция', 'канада', 'германия', 'сша', 'великобритания']",2010,https://www.imdb.com/title/tt1664894/
Кошки,кошки,"['мюзикл', 'фэнтези']","['идрис эльба', 'иэн маккеллен', 'тейлор свифт']",['том хупер'],"['сша', 'великобритания']",2019,https://www.imdb.com/title/tt5697572/
Кошки против собак 2: ,кошки против собак 2: ,"['комедия', 'семейный', 'приключения']","['крис о’доннелл', 'джек макбрайер', 'пол родригес']",['брэд пейтон'],['сша'],2010,https://www.imdb.com/title/tt1287468/
В постели с Мадонной,в постели с мадонной,['документальный фильм'],"['шон пенн', 'мадонна', 'уоррен битти']",['алек кешишан'],['сша'],1991,https://www.imdb.com/title/tt0102370/
"Свадебный подарок, или Всё как у людей","свадебный подарок, или всё как у людей",['драма'],"['бетт дейвис', 'эрнест боргнайн', 'дебби рейнольдс']",['ричард брукс'],['сша'],1956,https://www.imdb.com/title/tt0049061/
Как я дружил в социальной сети,как я дружил в социальной сети,['документальный'],"['мелоди си рошер', 'эриель шульман', 'янив шульман', 'анджела вессельман-пирс']","['генри джуст', 'эриель шульман']",['сша'],2010,https://www.imdb.com/title/tt1584016/
День катастрофы 2: Конец света,день катастрофы 2: конец света,"['боевик', 'триллер', 'драма']","['рэнди куэйд', 'джина гершон', 'шеннен доэрти', 'том скерритт', 'свуси кёрц', 'джеймс бролин']",['дик лоури'],"['сша', 'германия']",2005,https://www.imdb.com/title/tt0468988/
День катастрофы,день катастрофы,['мини-сериал'],"['дайан уист', 'брайан деннехи']",['дик лоури'],['сша'],2004,https://www.imdb.com/title/tt0428144/
Безумие короля Георга,безумие короля георга,['драма'],"['хелен миррен', 'найджел хоторн', 'иэн холм', 'руперт эверетт']",['николас хайтнер'],['великобритания'],1994,https://www.imdb.com/title/tt0110428/
Джей в Голливуде,джей в голливуде,"['комедия', 'криминал']","['джейсон мьюз', 'кевин смит', 'тери хэтчер', 'винни джонс', 'хайме камил', 'джина карано', 'дэнни трехо', 'стэн ли', 'дэвид дастмалчян', 'дин кейн', 'эванна линч', 'харли квинн смит']",['джейсон мьюз'],['сша'],2019,https://www.imdb.com/title/tt6038042/
"Мадо, до востребования","мадо, до востребования",['мелодрама'],"['олег янковский', 'жан-пьер даруссен', 'изабель желина', 'бернар фрейд']",['александр адабашьян'],['франция'],1990,https://www.imdb.com/title/tt0097802/
Безумец,безумец,"['слэшер', 'ужасы']","['гэйлен росс', 'пол элерс']",['джей джанноне'],['сша'],1982,https://www.imdb.com/title/tt0082696/
Безумно влюблённый,безумно влюблённый,['комедия'],"['адриано челентано', 'орнелла мути']",['кастеллано и пиполо'],['италия'],1981,https://www.imdb.com/title/tt0082562/
Мэдисон,мэдисон,['драма'],"['джеймс кэвизел', 'джейк ллойд', 'мэри маккормак']",['уильям байндли'],['сша'],2005,https://www.imdb.com/title/tt0206113/
Миллион Мэдигана,миллион мэдигана,['комедия'],"['эльза мартинелли', 'дастин хоффман']","['жорджио джентили', 'стэнли прагер']","['италия', 'испания', 'сша']",1966,https://www.imdb.com/title/tt0063303/
Дом страха,дом страха,"['эротика', 'триллер']","['джошуа леонард', 'джордан лэдд', 'наташа лионн', 'лэнс хенриксен']",['билл батлер'],['сша'],2004,https://www.imdb.com/title/tt0363276/
Сумасшедший дом,сумасшедший дом,['комедия'],"['кёрсти элли', 'джон ларрокетт']",['том ропелевски'],['сша'],1990,https://www.imdb.com/title/tt0100087/
Воссоединение семьи Мэдеи,воссоединение семьи мэдеи,"['комедия', 'драма', 'мелодрама']","['тайлер перри', 'блэр андервуд', 'линн уитфилд', 'борис коджо']",['тайлер перри'],['сша'],2006,https://www.imdb.com/title/tt0455612/
Мадемуазель,мадемуазель,['драма'],"['жанна моро', 'этторе манни']",['тони ричардсон'],"['франция', 'великобритания']",1966,https://www.imdb.com/title/tt0060648/
Программа защиты свидетелей Мэдеи,программа защиты свидетелей мэдеи,"['комедия', 'криминальный фильм', 'драма']","['тайлер перри', 'юджин леви', 'дениз ричардс', 'дорис робертс']",['тайлер перри'],['сша'],2012,https://www.imdb.com/title/tt2215285/
Рождество Мэдеи,рождество мэдеи,"['комедия', 'драма']","['тайлер перри', 'анна мария хорсфорд', 'чад майкл мюррей', 'тика самптер', 'алисия уитт', 'кэти наджими']",['тайлер перри'],['сша'],2013,https://www.imdb.com/title/tt2609758/
Сделано в С.Ш.А,сделано в с.ш.а,"['детектив', 'французская новая волна']","['анна карина', 'жан-пьер лео']",['жан-люк годар'],['франция'],1966,https://www.imdb.com/title/tt0060647/
Мэдея в тюрьме,мэдея в тюрьме,"['драма', 'мелодрама', 'комедия']","['тайлер перри', 'кешиа найт пуллиам']",['тайлер перри'],['сша'],2009,https://www.imdb.com/title/tt1142800/
Друг невесты,друг невесты,['комедия'],"['патрик демпси', 'мишель монаган', 'кевин маккидд', 'сидни поллак']",['пол вейланд'],"['сша', 'великобритания']",2008,https://www.imdb.com/title/tt0866439/
Сделано в раю,сделано в раю,"['комедия', 'фэнтези', 'мелодрама']","['келли макгиллис', 'тимоти хаттон']",['алан рудольф'],['сша'],1987,https://www.imdb.com/title/tt0093467/
Сде́лано в Да́генхэме,сде́лано в да́генхэме,"['драма', 'комедия', 'исторический']","['салли хокинс', 'миранда ричардсон', 'розамунд пайк']",['найджел коул'],['великобритания'],2010,https://www.imdb.com/title/tt1371155/
Возмездие,возмездие,['драма'],"['колин фёрт', 'николь кидман']",['джонатан теплицки'],"['великобритания', 'австралия']",2013,https://www.imdb.com/title/tt2058107/
Сделано в Америке,сделано в америке,['комедия'],"['вупи голдберг', 'ниа лонг', 'тед дэнсон']",['ричард бенджамин'],['сша'],1993,https://www.imdb.com/title/tt0107478/
Безумие,безумие,['триллер'],"['бёрт рейнольдс', 'энджи дикинсон', 'миа сара']",['дэнни хьюстон'],['сша'],1995,https://www.imdb.com/title/tt0113732/
Подставили!,подставили!,['фильм нуар'],"['джон айрленд', 'шила райан', 'хью бомонт']",['энтони манн'],['сша'],1947,https://www.imdb.com/title/tt0039748/
"Маддалена, ноль за поведение","маддалена, ноль за поведение",['комедия'],"['витторио де сика', 'карла дель поджо']",['витторио де сика'],['италия'],1940,https://www.imdb.com/title/tt0032742/
Железнодорожные тигры,железнодорожные тигры,"['комедия', 'боевик', 'военный']","['джеки чан', 'хуан цзытао', 'джейси чан']",['дин шэн'],['китай'],2016,https://www.imdb.com/title/tt4687848/
Рейд,рейд,['боевик'],"['ико ювайс', 'джо таслим']",['гарет эванс'],['индонезия'],2011,https://www.imdb.com/title/tt1899353/
Рейд 2,рейд 2,"['боевик', 'криминальный', 'триллер']","['ико ювайс', 'арифин путра']",['гарет эванс'],['индонезия'],2014,https://www.imdb.com/title/tt2265171/
Рэгтайм,рэгтайм,['драма'],"['элизабет макговерн', 'говард роллинз', 'джеймс кэгни']",['милош форман'],['сша'],1981,https://www.imdb.com/title/tt0082970/
"Лохмотья - Воспевая мечты (фильм, 2012)","лохмотья - воспевая мечты (фильм, 2012)","['мюзикл', 'драма', 'комедия', 'семейный фильм']","['кеке палмер', 'дрейк белл', 'эван джогиа', 'макс шнайдер', 'баркели даффилд', 'дэвон уайгел', 'айзиа мустафа', 'кинэн трэйси', 'трэвис тернер', 'луиза д’оливера']",['билл вудрафф'],['сша'],2012,https://www.imdb.com/title/tt1910605/
Бурный прилив,бурный прилив,['фильм нуар'],"['шелли уинтерс', 'ричард конте', 'стивен макнэлли', 'чарльз бикфорд', 'алекс никол']",['джордж шерман'],['сша'],1951,https://www.imdb.com/title/tt0043957/
Феникс в ярости,феникс в ярости,['боевик'],"['дэвид буено', 'марк хоанг']",['rashane limtrakul'],['таиланд'],2009,https://www.imdb.com/title/tt1551621/
"Яростное солнце, яростное небо","яростное солнце, яростное небо","['драма', 'фэнтези']","['хорхе бесерра ', ' гильермо виллегас']",['хулиан эрнандес'],['мексика'],2009,https://www.imdb.com/title/tt1149604/
Бешеный бык,бешеный бык,"['драма', 'фильм-биография']","['роберт де ниро', 'джо пеши', 'кэти мориарти']",['мартин скорсезе'],['сша'],1980,https://www.imdb.com/title/tt0081398/
Перекрёстный огонь,перекрёстный огонь,['боевик'],"['николас це', 'цинь лань']",['бенни чан'],['гонконг'],2021,https://www.imdb.com/title/tt8165192/
Бродяга,бродяга,['драма'],"['сисси спэйсек', 'эрик робертс', 'сэм шепард', 'трейси уолтер']",['джек фиск'],['сша'],1981,https://www.imdb.com/title/tt0082969/
Неисправимый оптимист,неисправимый оптимист,['комедия'],"['бен ли', 'роуз бирн', 'миранда ричардсон', 'гарри макдональд']",['тони макнамара'],['австралия'],2003,https://www.imdb.com/title/tt0305999/
Кэрри 2: Ярость,кэрри 2: ярость,['сверхъестественный ужасы'],"['эмили бергл', 'джейсон лондон', 'мена сувари', 'эми ирвинг']",['кэтт ши'],['сша'],1999,https://www.imdb.com/title/tt0144814/
Ярость,ярость,"['боевик', 'триллер']",[],['сидни фьюри'],['сша'],1997,https://www.imdb.com/title/tt0117433/
Ярость в Гарлеме,ярость в гарлеме,['гангстерский фильм'],"['грегори хайнс', 'форест уитакер', 'робин гивенс']",['билл дьюк'],['сша'],1991,https://www.imdb.com/title/tt0102749/
Гнев,гнев,['драма'],[],['ли сан-иль'],['япония'],2016,https://www.imdb.com/title/tt4384088/
Ребята и музыкальный автомат,ребята и музыкальный автомат,"['комедия', 'мюзикл']",['адриано челентано'],['лучио фульчи'],['италия'],1959,https://www.imdb.com/title/tt0053207/
Оборванец,оборванец,['драма'],"['бланш свит', 'том форман']",['вильям демилль'],['сша'],1916,https://www.imdb.com/title/tt0007242/
Убийства на радио,убийства на радио,['чёрная комедия'],"['брайан бенбен', 'мэри стюарт мастерсон', 'нед битти', 'джордж бёрнс', 'скотт майкл кэмпбелл', 'брайон джеймс', 'майкл лернер']",['мел смит'],['сша'],1994,https://www.imdb.com/title/tt0110939/
Опасный элемент,опасный элемент,['фильм-биография'],"['розамунд пайк', 'сэм райли', 'аня тейлор-джой', 'анейрин барнард']",['маржан сатрапи'],['великобритания'],2019,https://www.imdb.com/title/tt6017756/
Радиоактивные грёзы,радиоактивные грёзы,['фантастика'],"['майкл дудикофф', 'джон стоквелл', 'лиза блаунт']",['альберт пьюн'],['сша'],1985,https://www.imdb.com/title/tt0091818/
Радио внутри,радио внутри,"['драма', 'мелодрама']","['уильям макнамара ', 'элизабет шу ', 'дилан уолш']",['джеффри белл'],['сша'],1994,https://www.imdb.com/title/tt0110936/
Свободное радио Альбемута,свободное радио альбемута,"['драма', 'фантастика']","['аланис мориссетт', 'джонатан скарф']",['джон алан саймон'],['сша'],2010,https://www.imdb.com/title/tt1129396/
Стремящийся ввысь,стремящийся ввысь,['драма'],"['лоррейн бракко', 'элайджа вуд']",['ричард доннер'],['сша'],1992,https://www.imdb.com/title/tt0105211/
Дни радио,дни радио,['комедия'],"['миа фэрроу', 'майкл такер', 'сет грин']",['вуди аллен'],['сша'],1987,https://www.imdb.com/title/tt0093818/
Радио Бикини,радио бикини,['документалистика'],[],['роберт стоун'],['сша'],1988,https://www.imdb.com/title/tt0093817/
День радио,день радио,"['комедия', 'мюзикл']","['михаил козырев', 'нонна гришаева', 'дмитрий марьянов', 'алексей кортнев', 'фёдор добронравов', 'амалия&амалия', 'николай фоменко', 'максим виторган', 'михаил полицеймако', 'квартет и']",['дмитрий дьяченко'],['россия'],2008,https://www.imdb.com/title/tt1217565/
,none,['драма'],"['кьюба гудинг мл.', 'эд харрис', 'элфри вудард']",['майкл толлин'],['сша'],2003,https://www.imdb.com/title/tt0316465/
Пираты Карибского моря: Сундук мертвеца,пираты карибского моря: сундук мертвеца,"['экшн', 'приключения', 'фэнтези', '[1]', 'комедия']","['джонни депп', 'орландо блум', 'кира найтли', 'билл найи', 'стеллан скарсгард', 'наоми харрис', 'джек дэвенпорт', 'том холландер']",['гор вербински'],['сша'],2006,https://www.imdb.com/title/tt0383574/
Пираты Карибского моря: Мертвецы не рассказывают сказки,пираты карибского моря: мертвецы не рассказывают сказки,"['фэнтези', 'боевик', 'комедия', 'приключения', 'музыка к фильму']","['джонни депп', 'хавьер бардем', 'джеффри раш', 'брентон туэйтес', 'кая скоделарио', 'кевин макнелли']","['эспен сандберг', 'юаким рённинг']",['сша'],2017,https://www.imdb.com/title/tt1790809/
Бассейн,бассейн,['детектив'],"['ален делон', 'роми шнайдер', 'морис роне', 'джейн биркин']",['жак дере'],"['франция', 'италия']",1969,https://www.imdb.com/title/tt0064816/
Пираты Карибского моря: На краю света,пираты карибского моря: на краю света,"['киноэпопея', 'приключения', 'боевик', 'фэнтези', 'комедия']","['джонни депп', 'орландо блум', 'кира найтли', 'джеффри раш', 'билл найи', 'чоу юньфат', 'стеллан скарсгард', 'джек дэвенпорт', 'кевин макнелли', 'джонатан прайс']",['гор вербински'],['сша'],2007,https://www.imdb.com/title/tt0449088/
Пираты Карибского моря: Проклятие Чёрной жемчужины,пираты карибского моря: проклятие чёрной жемчужины,['оркестровая музыка'],"['джонни депп', 'орландо блум', 'кира найтли', 'джеффри раш', 'джек дэвенпорт', 'джонатан прайс', 'ли аренберг', 'маккензи крук', 'дэмиан о’хейр', 'джиллз нью']",['гор вербински'],['сша'],2003,https://www.imdb.com/title/tt0325980/
Пираты Силиконовой долины,пираты силиконовой долины,"['драма', 'биография']","['ноа уайли', 'энтони майкл холл', 'джои слотник', 'джош хопкинс', 'джон димаджио']",['мартин бёрк'],['сша'],1999,https://www.imdb.com/title/tt0168122/
Пираты Карибского моря: ,пираты карибского моря: ,"['приключения', 'фэнтези', 'комедия']","['джонни депп', 'пенелопа крус', 'иэн макшейн', 'джеффри раш', 'кевин макнелли']",['роб маршалл'],['сша'],2011,https://www.imdb.com/title/tt1298650/
Пиратка,пиратка,['драма'],"['джейн биркин', 'марушка детмерс', 'адель хенель']",['жак дуайон'],['франция'],1984,https://www.imdb.com/title/tt0087918/
Пираньи 3DD,пираньи 3dd,"['ужасы', 'комедия', 'фантастика', 'триллер']","['кристофер ллойд', 'винг рэймс', 'даниэль панабэйкер']",['джон гулагер'],['сша'],2012,https://www.imdb.com/title/tt1714203/
Пиранья 2: Нерест,пиранья 2: нерест,['ужасы'],"['лэнс хенриксен', 'тришиа о`нил', 'стив макарчук', 'рики полл голдин']","['джеймс кэмерон', 'овидио ассонитис (не указан в титрах)']","['сша', 'италия', 'нидерланды']",1981,https://www.imdb.com/title/tt0082910/
Пираньи 3D,пираньи 3d,['комедия ужасы'],"['стивен р. маккуин', 'элизабет шу', 'кристофер ллойд', 'винг рэймс', ""джерри о'коннелл"", 'ричард дрейфус']",['александр ажа'],['сша'],2010,https://www.imdb.com/title/tt0464154/
Пираньи Неаполя,пираньи неаполя,"['криминал', 'драма']","['франческо ди наполи', 'вивиана апреа', 'маттиа пиано дель бальцо', 'чиро веккьоне', 'чиро пеллекиа']",['клаудио джованнези'],['италия'],2019,https://www.imdb.com/title/tt8740778/
Пиранья,пиранья,['ужасы'],"['кинэн уинн', 'брэдфорд диллман', 'хезер мензес', 'кевин маккарти']",['джо данте'],['сша'],1978,https://www.imdb.com/title/tt0078087/
Пиранья,пиранья,['ужасы'],"['уильям кэтт', 'александра пол', 'монте маркшам', 'дарлин карр', 'мила кунис', 'солейл мун фрай', ""кели о'берн"", 'джеймс карен', 'дрэнси джексон', 'билли уорли']",['скотт филлип ливай'],['сша'],1995,https://www.imdb.com/title/tt0114137/
Пират,пират,"['боевик', 'драма']",['ти лун'],"['чжан чэ', 'пао сюэли', 'у ма']",['гонконг'],1973,https://www.imdb.com/title/tt0068442/
Пиноккио,пиноккио,"['фэнтези', 'приключения']","['роберто бениньи', 'марина вакт']",['маттео гарроне'],"['италия', 'франция', 'великобритания']",2019,https://www.imdb.com/title/tt8333746/
Розовая пантера,розовая пантера,['криминальная комедия'],[],['блейк эдвардс'],[],1963,https://www.imdb.com/title/tt0057413/
Розовая пантера,розовая пантера,"['криминальная', 'комедия']","['стив мартин', 'кевин клайн', 'бейонсе', 'жан рено']",['шон леви'],['сша'],2006,https://www.imdb.com/title/tt0383216/
Пиноккио,пиноккио,"['комедия', 'семейный фильм', 'фэнтези', 'сказка']","['роберто бениньи', 'джеймс белуши', 'николетта браски', 'ким росси стюарт']",['роберто бениньи'],"['италия', 'сша']",2002,https://www.imdb.com/title/tt0255477/
Розовая пантера 2,розовая пантера 2,['криминальная комедия'],"['стив мартин', 'жан рено', 'айшвария рай', 'альфред молина', 'энди гарсиа']",['рус.'],['сша'],2009,https://www.imdb.com/title/tt0838232/
Пинки,пинки,['драма'],"['джинн крейн', 'этель бэрримор', 'этель уотерс']",['элиа казан'],['сша'],1949,https://www.imdb.com/title/tt0041746/
Розовая пантера наносит ответный удар,розовая пантера наносит ответный удар,['комедия'],"['питер селлерс', 'лесли-энн даун', 'герберт лом']",['блейк эдвардс'],"['сша', 'великобритания']",1976,https://www.imdb.com/title/tt0075066/
"Ананасовый экспресс: Сижу, курю","ананасовый экспресс: сижу, курю","['чёрная', 'комедия']","['сет роген', 'джеймс франко', 'дэнни макбрайд', 'гэри коул']",['дэвид гордон грин'],['сша'],2008,https://www.imdb.com/title/tt0910936/
Пина. Танец страсти 3D,пина. танец страсти 3d,"['музыкальный', 'документальный']",[],['вим вендерс'],"['германия', 'великобритания', 'франция']",2011,https://www.imdb.com/title/tt1440266/
Записки у изголовья,записки у изголовья,"['драма', 'мелодрама', 'эротика']","['вивьен ву', 'кэн огата', 'юэн макгрегор']",['питер гринуэй'],"['франция', 'великобритания', 'нидерланды', 'люксембург']",1996,https://www.imdb.com/title/tt0114134/
Розовые фламинго,розовые фламинго,"['комедия', 'криминал', 'трэш', 'рок-н-ролл']","['дивайн', 'дэвид локари', 'минк стоул', 'мэри вивиан пирс', 'эдит мэсси']",['джон уотерс'],"['сша', 'сша']",1972,https://www.imdb.com/title/tt0069089/
Путешествие Пилигрима,путешествие пилигрима,"['фильм-притча', 'драма']","['дэниэль крузе', 'терри джернигэн', 'джеремия гелзо', 'хьюг маклин']",['дэнни карралес'],['сша'],2008,https://www.imdb.com/title/tt1000768/
Свинарник,свинарник,['притча'],"['жан-пьер лео', 'уго тоньяцци']",['пьер паоло пазолини'],"['италия', 'франция']",1969,https://www.imdb.com/title/tt0064828/
Кожаный парад,кожаный парад,['музыкальный фильм'],"['стюарт эрвин', 'джек хейли', 'пэтси келли', 'бетти грейбл', 'джуди гарленд']",['дэвид батлер'],['сша'],1936,https://www.imdb.com/title/tt0028103/
Свинья,свинья,"['драма', 'триллер']",['адам аркин'],['майкл сарноски'],"['великобритания', 'сша']",2021,https://www.imdb.com/title/tt11003218/
Псы,псы,['криминальный фильм'],"['богуслав линда', 'цезарий пазура', 'януш гайос', 'марек кондрат', 'олаф любашенко']",['владислав пасиковский'],['польша'],1992,https://www.imdb.com/title/tt0105185/
"Голубь сидел на ветке, размышляя о бытии","голубь сидел на ветке, размышляя о бытии","['комедия', 'драма']","['хольгер андерссон', 'нильс вестблом', 'шарлотта ларссон']",['рой андерссон'],"['швеция', 'норвегия', 'германия', 'франция', 'дания']",2014,https://www.imdb.com/title/tt1883180/
Пилигрим,пилигрим,['трагикомедия'],['эдна пёрвиэнс'],['чарли чаплин'],['сша'],1923,https://www.imdb.com/title/tt0014358/
Пьета,пьета,"['триллер', 'драма']","['ли чжон чжин', 'чо мин су']",['ким ки дук'],[],2012,https://www.imdb.com/title/tt2299842/
Безумный Пьеро,безумный пьеро,"['комедия', 'детектив', 'драма']","['анна карина', 'жан-поль бельмондо', 'криста нелл']",['жан-люк годар'],"['франция', 'италия']",1965,https://www.imdb.com/title/tt0059592/
Последний палач,последний палач,"['драма', 'биография']","['тимоти сполл', 'джульет стивенсон', 'эдди марсан', 'клер килейн']",['адриан шерголд'],['великобритания'],2005,https://www.imdb.com/title/tt0462477/
Фрагменты женщины,фрагменты женщины,['драма'],"['ванесса кирби', 'шайа лабаф', 'молли паркер', 'сара снук', 'элайза шлезингер', 'бенни сафди', 'эллен бёрстин']",['корнель мундруцо'],"['сша', 'канада']",2020,https://www.imdb.com/title/tt11161474/
Часть денег,часть денег,['криминальная комедия'],"['сидни пуатье', 'билл косби', 'джеймс эрл джонс', 'титос вандис']",['сидни пуатье'],['сша'],1977,https://www.imdb.com/title/tt0076543/
Портрет совершенства,портрет совершенства,"['комедия', 'мелодрама']","['дженнифер энистон', 'джей мор', 'кевин бейкон', 'олимпия дукакис']",['гленн гордон карон'],['сша'],1997,https://www.imdb.com/title/tt0119896/
Невеста по фотографии,невеста по фотографии,"['драма', 'мелодрама']","['юки кудо', 'кэри-хироюки тагава', 'тэмлин томита']",['каё хатта'],"['сша', 'япония']",1995,https://www.imdb.com/title/tt0114129/
Пикник у Висячей скалы,пикник у висячей скалы,"['мистическая', 'драма', 'ужасы', 'триллер']","['рейчел робертс', 'вивьен грэй', 'хелен морс', 'керсти чайлд', 'тони ллеуэллин-джонс']",['питер уир'],['австралия'],1975,https://www.imdb.com/title/tt0073540/
По кусочкам,по кусочкам,['комедия'],"['вуди аллен', 'шэрон стоун', 'чич марин', 'дэвид швиммер', 'кифер сазерленд']",['альфонсо арау'],['сша'],2000,https://www.imdb.com/title/tt0192455/
Специалист по съёму,специалист по съёму,['комедия'],"['молли рингвалд', 'роберт дауни-младший', 'дэннис хоппер', 'милдред даннок']",['джеймс тобэк'],['сша'],1987,https://www.imdb.com/title/tt0093737/
Спинорог Пикассо,спинорог пикассо,['боевик'],"['джон эпри', 'стив бонд', 'роберта васкес', 'родриго обрегон', 'дона спир']",['энди сидарис'],['сша'],1988,https://www.imdb.com/title/tt0095867/
Карманник,карманник,['криминальная драма'],"['мартин ласалль,', 'марика грен,', 'жан пелегри']",['робер брессон'],['франция'],1959,https://www.imdb.com/title/tt0053168/
Пианистка,пианистка,['драма'],"['изабель юппер', 'бенуа мажимель', 'анни жирардо']",['михаэль ханеке'],"['австрия', 'франция', 'германия']",2001,https://www.imdb.com/title/tt0254686/
Пикник,пикник,['мелодрама'],[],['джошуа логан'],['сша'],1955,https://www.imdb.com/title/tt0048491/
Пианино,пианино,"['историческая', 'мелодрама']","['холли хантер', 'харви кейтель', 'сэм нилл', 'анна пэкуин']",['джейн кэмпион'],"['новая зеландия', 'великобритания', 'франция']",1993,https://www.imdb.com/title/tt0107822/
Пианист,пианист,"['историческая', 'драма']","['эдриен броуди', 'томас кречман']",['роман полански'],"['франция', 'германия', 'великобритания', 'польша']",2002,https://www.imdb.com/title/tt0253474/
Плоть и кровь,плоть и кровь,"['боевик', 'приключения', 'драма']","['дженнифер джейсон ли', 'рутгер хауэр', 'том бёрлинсон']",['пол верховен'],"['испания', 'нидерланды']",1985,https://www.imdb.com/title/tt0089153/
Без изъяна,без изъяна,"['криминал', 'триллер']","['деми мур', 'майкл кейн', 'ламбер вильсон']",['майкл рэдфорд'],['сша'],2007,https://www.imdb.com/title/tt0780516/
Плоть,плоть,['драма'],"['уоллес бири', 'карен морли']",['джон форд'],['сша'],1932,https://www.imdb.com/title/tt0022897/
Коматозники,коматозники,['триллер'],"['кифер сазерленд', 'джулия робертс', 'уильям болдуин', 'кевин бейкон']",['джоэл шумахер'],['сша'],1990,https://www.imdb.com/title/tt0099582/
Коматозники,коматозники,"['ужасы', 'триллер']","['эллен пейдж', 'диего луна', 'нина добрев', 'джеймс нортон', 'кирси клемонс', 'кифер сазерленд']",['нильс арден оплев'],['сша'],2017,https://www.imdb.com/title/tt2039338/
Аромат кукурузы,аромат кукурузы,['драма'],"['лоренцо лена ', ' марко местринер ', ' альба моттура']",['джанни да кампо'],['италия'],1986,https://www.imdb.com/title/tt0102840/
Квартира,квартира,['документальный'],[],['арнон гольдфингер'],[],2011,https://www.imdb.com/title/tt2071620/
Танец-вспышка,танец-вспышка,['мелодрама'],"['дженнифер билз', 'белинда бауэр', 'майкл нури', 'лилия скала']",['эдриан лайн'],['сша'],1983,https://www.imdb.com/title/tt0085549/
Вкус риса с зелёным чаем,вкус риса с зелёным чаем,['драма'],"['син сабури', 'митиё когурэ']",['ясудзиро одзу'],['япония'],1952,https://www.imdb.com/title/tt0044982/
Флэш Гордон,флэш гордон,['космическая опера'],"['мелоди андерсон', 'орнелла мути', 'сэм дж. джонс']",['майк ходжес'],"['великобритания', 'сша']",1980,https://www.imdb.com/title/tt0080745/
Воспоминания неудачника,воспоминания неудачника,['драма'],"['дэниел крейг', 'гарри иден', 'ив', 'мириам карлин', 'джоди мэй', 'хелен маккрори', 'оливия уильямс', 'фелисити джонс']",['бейлли уолш'],['великобритания'],2008,https://www.imdb.com/title/tt1037218/
Взгляд в прошлое,взгляд в прошлое,['комедия'],"['кифер сазерленд', 'деннис хоппер', 'кэрол кейн']",['франко амурри'],['сша'],1990,https://www.imdb.com/title/tt0099581/
Флаги наших отцов,флаги наших отцов,"['военно', 'историческая', 'драма']","['райан филипп', 'адам бич', 'джесси брэдфорд', 'барри пеппер', 'пол уокер', 'джейми белл', 'роберт патрик']",['клинт иствуд'],['сша'],2006,https://www.imdb.com/title/tt0418689/
Флэш,флэш,"['супергеройский', 'боевик', 'приключения', 'научная фантастика', 'фэнтези']","['эзра миллер', 'рон ливингстон', 'майкл китон', 'кирси клемонс', 'майкл шеннон', 'антье трауэ', 'саша калле', 'бен аффлек']",['энди мускетти'],['сша'],2023,https://www.imdb.com/title/tt0439572/
Та ещё парочка,та ещё парочка,['комедия'],"['сет роген', 'шарлиз терон']",['джонатан ливайн'],['сша'],2019,https://www.imdb.com/title/tt2139881/
Фальшивомонетчик,фальшивомонетчик,['драматический фильм'],[],['шон пенн'],['сша'],2021,https://www.imdb.com/title/tt2304637/
Проблеск гениальности,проблеск гениальности,"['биография', 'драма']","['грег киннир', 'лорен грэм', 'дермот малруни', 'алан алда']",['марк абрахам'],"['сша', 'канада']",2008,https://www.imdb.com/title/tt1054588/
Путь фламинго,путь фламинго,['фильм нуар'],"['джоан кроуфорд', 'сидни гринстрит', 'закари скотт']",['майкл кёртис'],['сша'],1949,https://www.imdb.com/title/tt0041373/
Пламя и Цитрон,пламя и цитрон,"['драма', 'триллер']","['туре линдхардт', 'мадс миккельсен']",['оле кристиан мадсен'],"['дания', 'германия', 'норвегия', 'франция', 'швеция', 'финляндия', 'чехия']",2008,https://www.imdb.com/title/tt0920458/
Немножко женаты,немножко женаты,['романтическая кинокомедия'],"['джейсон сигел', 'эмили блант', 'крис прэтт', 'элисон бри']",['николас столлер'],['сша'],2012,https://www.imdb.com/title/tt1195478/
Пять последних звёзд,пять последних звёзд,['криминальная драма'],['эдвард г. робинсон'],['мервин лерой'],['сша'],1931,https://www.imdb.com/title/tt0021873/
В поисках брата,в поисках брата,"['драма', 'мелодрама']","['каришма капур', 'ритик рошан', 'джая баччан']",['[d]'],['индия'],2000,https://www.imdb.com/title/tt0248012/
Пять лёгких пьес,пять лёгких пьес,['драма'],"['джек николсон', 'карен блэк']",['боб рейфелсон'],['сша'],1970,https://www.imdb.com/title/tt0065724/
Пять препятствий,пять препятствий,['документальный'],"['ларс фон триер', 'йорген лет']","['ларс фон триер', 'йорген лет']","['дания', 'швеция', 'франция', 'бельгия']",2003,https://www.imdb.com/title/tt0354575/
В метре друг от друга,в метре друг от друга,['мелодрама'],['хейли лу ричардсон'],['джастин бальдони'],['сша'],2019,https://www.imdb.com/title/tt6472976/
